"Add_link","Title","Address","Price","Dwelling_Type","Bedrooms","Bathrooms","Lease","Date_Available","Post_Date","House_Size","Furnished","Description","Pet_Friendly","city","More Info1","Picture 1"
"https://www.rentfaster.ca/bc/penticton/rentals/apartment/2-bedrooms/416294?-RSYNC"," "," 257 Scott Avenue,Penticton,Canada,British Columbia,V2A2J6,","1,625","Apartment",1,"1"," ","Not Available"," "," ","No","257 Scott Avenue is a centrally located property in Penticton that offers a variety of spacious studio, 1 and 2 bedroom suites. 257 Scott Avenue is nearby the Penticton Public Library, as well as numerous schools, and ample shopping such as Shoppers Drug Mart, Safeway, and Canadian Tire. 

The above information, while deemed to be correct, is not guaranteed. Rental prices, availability  and information contained herein are subject to change at any time and without notice at the discretion of Pacific Cove Properties.","No","Penticton","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Gcv1RntTUuZ53PNUgsrw7A&cb_client=search.gws-prod.gps&w=360&h=120&yaw=4.8763423&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/penticton/rentals/apartment/1-bedroom/pet-friendly/502497?-RSYNC"," "," 3352 Hemlock Street,Penticton,Canada,British Columbia,V2A3V6,","1,650","Apartment",1,"1"," ","Not Available"," "," ","No","Coming available February 2023!




*Please note that advertised prices are the starting prices of each unit type. Prices will vary depending on unit style and location within the building*

The Perennial, located at 3352 Hemlock Street, Penticton is embedded within one of two cities in the world situated between two lakes - Okanagan and Skaha lake. These lakes feature nearly 15 acres of sandy beach and numerous swimming areas. Beaches and water fun are embedded within the cities culture, so why not live within a 13 minute walk to Skaha Lake and Skaha Lake Park?

Understanding summer doesn't last all year, The Perennial is situated 40 minutes away from Apex Mountain Resort and 50 minutes from the Nickel Plate Nordic Centre. Tenants will also be able to access The Perennial gym all throughout the year.

Two elevators, a bike wash, bike storage, visitor parking, a bocce ball court, dog wash, community garden beds, and an outdoor kids play area will also be available to all tenants within The Perennial. 

There are over 80 wineries in the Penticton metropolitan area, 7 craft breweries, 2 cideries and 3 distilleries all within easy walking or biking distance of the downtown core. Our development at 3352 Hemlock Street will offer 166 stylish, modern units, with the upper floors offering a view of Skaha Lake. Located in a quiet neighborhood and within walking distance to parks, beaches, shopping, and schools, The Perennial has all the amenities one needs to call this home.




*Pictures and virtual tours are an accurate representation, but not exact*","No","Penticton","Please contact the Landlord to confirm availability","https://maps.gstatic.com/tactile/pane/default_geocode-1x.png"
"https://www.rentfaster.ca/bc/nanaimo/rentals/apartment/1-bedroom/369503?-RSYNC"," "," 312 Mount Benson,Nanaimo,Canada,British Columbia,V9S5K2,","1,200","Apartment","Bachelor","1"," ","Not Available"," "," ","No","Pacific Cove Property Management Ltd. 

The Parklane is a four-storey rental building in the Central Nanaimo area, offering studio, one, and two bedroom suites. Situated along Mount Benson Street, The Parklane is located in a quiet neighbourhood - just a quick walk or drive from daily amenities including transit, coffee shops, local restaurants, and the Harbourfront Walkway. An array of parks are nearby, including Bowen Park and Maffeo Sutton Park..

Residents of The Parklane enjoy spacious living areas with large balconies on upper floors, some that capture beautiful water views. Rent at The Parklane includes hot water, access to the building's laundry facilities, sauna, bike storage and our games room equipped with table tennis and air hockey. Parking is available. 

The above information, while deemed to be correct, is not guaranteed. Rental prices, availability  and information contained herein are subject to change at any time and without notice at the discretion of Pacific Cove Properties.","No","Nanaimo","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5rkLTrjDAqxmGMjoIRAx0A&cb_client=search.gws-prod.gps&w=360&h=120&yaw=324.39114&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/nanaimo/rentals/apartment/2-bedrooms/369493?-RSYNC"," "," 2600 Highland Blvd.,Nanaimo,Canada,British Columbia,V9S5G1,","2,400","Apartment",2,"1"," ","Not Available"," "," ","No","Pet-Friendly Suites Available!

Highland Place is a beautifully maintained apartment building overlooking the 18th hole of the Nanaimo Golf Club in north Nanaimo. The building offers a bright and quiet atmosphere with large and well-equipped one-, two-, and three-bedroom apartments, each with a large deck for hosting summer barbecues. Pet-friendly suites are available.

The property is a short walk from two shopping centers and offers convenient access to bus routes and the Island Highway.

Rent includes heat and hot water.

*Dishwasher available in renovated suites only. 




The above information, while deemed to be correct, is not guaranteed. Rental prices, availability  and information contained herein are subject to change at any time and without notice at the discretion of Pacific Cove Properties.","No","Nanaimo","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=saKLsH4wFgSOsnO-0AIa5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.008415&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/nanaimo/rentals/apartment/1-bedroom/454263?-RSYNC"," "," 1609 Bowen Road,Nanaimo,Canada,British Columbia,V9S1G5,","1,695","Apartment",1,"1"," ","Not Available"," "," ","No","Bright and spacious newly updated suites (condo style), in one of the most central and easiest areas to live in Nanaimo. Close to downtown, VIU, shopping, drugstores, pools, ice rinks, and public transportation is right in front of the building. We are within walking distance of almost everything you would need.","No","Nanaimo","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ovEKR29COXfbAS2u5J2yJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.33536&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/nanaimo/rentals/apartment/2-bedrooms/501602?-RSYNC"," "," 4984 & 4976 Ney Dr.,Nanaimo,Canada,British Columbia,V9V1T9,","1,895","Apartment",1,"1"," ","Not Available"," "," ","No","Family living with serene views and a private, fenced backyard in a quiet upscale North Nanaimo neighbourhood.","No","Nanaimo","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JZJ0J6ygb5PEyNUyqc1tVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.24074365&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/2-bedrooms/477828?-RSYNC"," "," 200 Gorge Road West,Victoria,Canada,British Columbia,V9A1M5,","2,280","Apartment",2,"1"," ","Not Available"," "," ","No","Visit our Website: https://www.capreit.ca/apartments-for-rent/victoria-bc/gorge-towers/

Gorge Tower apartments for rent in Victoria is an attractive, well maintained low rise property you'll be proud to call home. This four story building features elevators and is wheelchair accessible throughout.

Come home to an inviting lobby and other clean, well lit, and well-appointed common areas. Inside your s suite you'll notice an open, spacious layout to accommodate you and your lifestyle. Our suites come equipped with fridge and stove in the kitchen, and some suites feature eat in kitchens, while large closets, bicycle storage, laundry, and outdoor covered parking round out these Victoria apartment rentals.

With nearby public transit, as well as a park right across the street, you'll benefit from easy mobility and access to recreational activity. You'll find yourself moments from the Gorge Waterway and Mayfair Shopping Centre making groceries, a pharmacy. Dining options, and numerous outlets well within reach.

Don't miss out, contact us today about making Gorge Towers your new apartment home.

 

 

What's included in your rent

Heat, Water

Have Questions? Contact the Property Manager: (778) 403-0045","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yF6ZB63dCIwtA6qKT7KUgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=113.76778&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/477788?-RSYNC"," "," 625 Constance Avenue,Victoria,Canada,British Columbia,V9A6N8,","1,835","Apartment",1,"1"," ","Not Available"," "," ","No","Visit our Website: https://www.capreit.ca/apartments-for-rent/esquimalt-bc/sentinel-apartments/

Sentinel apartments is a modern and well-maintained mid-rise building offering apartments for rent in Esquimalt. With a Walk Score of 63 the building provides easy access to surrounding amenities and overlooks the Esquimalt Harbour. Close to restaurants, shopping, schools and public transit. Sentinel apartments is also wheel-chair accessible.

 

Call or visit us today, your new home awaits you.

 

Have Questions? Contact the Property Manager: (778) 403-0033","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QjwXMOUeIKpqiSvNs9FGtA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.30948&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/477839?-RSYNC"," "," 535 Niagara Street,Victoria,Canada,British Columbia,V8V1H3,","1,860","Apartment",1,"1"," ","Not Available"," "," ","No","Visit our Website: https://www.capreit.ca/apartments-for-rent/victoria-bc/niagara-court-apartments/

Rental Office is located at 425 Simcoe Street, James Bay Square

These picturesque apartments for rent in Victoria are conveniently located to schools, parks, shopping and major attractions. With a healthy Walk Score of 73 and Transit Score of 60 The National Geographic Imax, the Destination Cinema and Beacon Hill are close by to Niagara Court Apartments, take a stroll or a drive along the scenic Marine Drive which is just steps away.

 

 

What's included in your rent

Heat, Water

Have Questions? Contact the Property Manager: (250) 717-0917","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ek6xIO-DT0_0TGoeQlzgqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.88356&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/2-bedrooms/fernwood/375602?-RSYNC"," "," 1300 Yates Street,Victoria,Canada,British Columbia,V8S1Z9,","2,450","Apartment",2,"1"," ","Not Available"," "," ","No","Royal Arms is located just east of downtown Victoria at the corner of Yates and Harrison in the charming urban village of Fernwood. Just a 15-minute walk from downtown Victoria, with its offices, shops and restaurants, and the beautiful inner Victoria harbour, the building's hillside location offers many suites a scenic view of the beautiful city and beyond. 

Closer at hand is ""funky Fernwood"", the charming neighbourhood surrounding Royal Arms, with its restaurants featuring a diverse offering of ethnic cuisine, coffee shops, and independent stores like Wellburn's Market and Aaronson's pharmacies. A transit stop offering direct and quick access to downtown Victoria, the University of Victoria, and Royal Jubilee Hospital, is just steps away, and within 5 blocks you'll find both Victoria High School and George Jay Elementary. 

We offer completely renovated, large and bright one- and two-bedroom suites with stainless steel appliances including dishwashers, large living rooms and balconies, and ample storage. We have plenty of parking, on-site laundry, and extra storage. Our on-site caretaker is always available to ensure our residents' needs are well looked after.

The above information, while deemed to be correct, is not guaranteed. Rental prices, availability  and information contained herein are subject to change at any time and without notice at the discretion of Pacific Cove Properties.","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gKZj6T1igtAbaqDXKTlcjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=15.931514&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/477831?-RSYNC"," "," 215-221,155,157 & 243 Gorge Road East,Victoria,Canada,British Columbia,V9A1L1,","1,860","Apartment",1,"1"," ","Not Available"," "," ","No","Visit our Website: https://www.capreit.ca/apartments-for-rent/victoria-bc/gorge-apartments/

Rental Office is located at 215 Gorge Rd East

With access to the Gorge waterway, beautiful views, and just 2 km from downtown Victoria, this parkland community consisting of the Prince Charles, Redwood Park and Charles Dickens Apartments for rent in Victoria is the ideal place to live.

 

With a wide variety of apartments within the complex, you have many choices of floor plans that come with plenty of closet room, storage space, and upgraded balconies. For your added convenience we have laundry rooms on site, a bright exercise room, and an indoor pool.

 

With easy access to the Gorge waterway you won't have to go far to find everything you'll need to call this neighbourhood home. Take a short drive
or catch the bus right outside the property and within minutes you'll find more conveniences and places in which to relax: The Burnside Community Centre, Cecilia Ravine Park and the Galloping Goose Trail. Contact us today about making our Victoria apartment rentals on Gorge Road East your new apartment home.

 

 

What's included in your rent

Water

Have Questions? Contact the Property Manager: (250) 381-5084","No","Victoria","Please contact the Landlord to confirm availability","https://maps.gstatic.com/tactile/pane/default_geocode-1x.png"
"https://www.rentfaster.ca/bc/victoria/rentals/duplex/3-bedrooms/dominion-road/pet-friendly/502956?-RSYNC"," "," 3009 Alouette Drive,Victoria,Canada,British Columbia,V9B0M6,","3,500","Apartment",2,"1"," ","Not Available"," "," ","No","Conveniently located in beautiful Westhills. This welcoming 3 bedroom 2.5 bath duplex is situated on low a maintenance lot with fully fenced private backyard.

The open concept main floor features an abundance of natural light, a well designed kitchen boasting ample cabinetry, granite countertops, stainless steel appliances, and breakfast bar. The dining area has a large picture window and the living room is complemented by a gas fireplace, over height ceilings, and sliding doors leading to an intimate patio and level backyard. A single car attached garage, large crawlspace for storage and 2-piece powder room complete the main floor.

Upstairs has 3 bedrooms (including a king sized principal bedroom with 4-piece ensuite and large walk in closet!) a family bathroom and laundry room.

Close proximity to all level of schools, recreation, shopping, and amenities.
- One small pet considered on a case by case basis.
- NO SMOKING.
- Utilities not included.
- Available November 15th 
- Central Heating/AC

When inquiring please tell us a bit about yourself!

* Proudly presented by Macdonald Property Management","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uzLJQRFiDF4mcBD44lGHsA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=34.646194&pitch=0&thumbfov=100"
